site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds,path_status,path_uptime_seconds,path_downtime_seconds,cellular_uptime_s_estimated,mdm_events,last_mdm_minutes_ago
NEVT,NEVT0xUSA,USA,NA,99.932,2661720,1800,16620,outage-no-cellular,2661720,1800,0,0,
NHHT,NHHT0xUSA,USA,NA,100.000,2663520,0,16620,brief-failover,2663520,0,43200,3,6880
NJMM,NJMM0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
NMDE,NMDE0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
NMGP,NMGP0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
NMRN,NMRN0xUSA,USA,NA,99.953,2662260,1260,16620,outage-no-cellular,2662260,1260,0,0,
NMRR,NMRR0xUSA,USA,NA,77.937,2075880,587640,16620,stable,2075880,587640,0,0,
NMTC,NMTC0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
NMTM,NMTM0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
NVCA,NVCA0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
NVEL,NVEL0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
NVLV,NVLV0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
NVMQ,NVMQ0xUSA,USA,NA,99.577,2652240,11280,16620,outage-no-cellular,2652240,11280,0,0,
NVPP,NVPP0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
NVRO,NVRO0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
NVRP,NVRP0xUSA,USA,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
NVTN,NVTN0xUSA,USA,NA,0.000,0,2663520,16620,offline-entire-window,0,2663520,0,0,
NVVL,NVVL0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
NVWW,NVWW0xUSA,USA,NA,100.000,2663520,0,16620,brief-failover,2663520,0,57600,4,1970
NYAN,NYAN0xUSA,USA,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
NYCT,NYCT0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
NYNB,NYNB0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
NYSJ,NYSJ0xUSA,USA,NA,100.000,2663520,0,16620,brief-failover,2663520,0,43200,3,5407
OHCL,OHCL0xUSA,USA,NA,99.883,2660400,3120,16620,outage-no-cellular,2660400,3120,0,0,
OHGB,OHGB0xUSA,USA,NA,78.534,2091780,571740,16620,outage-no-cellular,2091780,571740,0,0,
OHLG,OHLG0xUSA,USA,NA,0.000,0,2663520,16620,offline-entire-window,0,2663520,0,0,
OHOT,OHOT0xUSA,USA,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
OKAL,OKAL0xUSA,USA,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
OKAR,OKAR0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
OKGU,OKGU0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
OKMC,OKMC0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
OKOK,OKOK0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
OKTA,OKTA0xUSA,USA,NA,100.000,2663520,0,16620,stuck-degraded,2663520,0,72000,5,19913
ORAS,ORAS0xUSA,USA,NA,99.953,2662260,1260,16620,outage-no-cellular,2662260,1260,0,0,
ORBC,ORBC0xUSA,USA,NA,99.953,2662260,1260,16620,outage-no-cellular,2662260,1260,0,0,
ORBD,ORBD0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
ORBR,ORBR0xUSA,USA,NA,99.721,2656080,7440,16620,outage-no-cellular,2656080,7440,0,0,
OREU,OREU0xUSA,USA,NA,97.752,2603640,59880,16620,brief-failover,2603640,59880,32016,3,4246
ORPD,ORPD0xUSA,USA,NA,3.543,94380,2569140,16620,outage-no-cellular,94380,2569140,0,0,
ORRB,ORRB0xUSA,USA,NA,99.583,2652420,11100,16620,outage-no-cellular,2652420,11100,0,0,
ORSL,ORSL0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
PAAL,PAAL0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
PACG,PACG0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
PACR,PACR0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
