site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds,path_status,path_uptime_seconds,path_downtime_seconds,cellular_uptime_s_estimated,mdm_events,last_mdm_minutes_ago
NOVI,NOVI0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
POBI,POBI0xPOL,POL,EU,100.000,86460,0,0,stable,86460,0,0,0,
POCH,POCH0xPOL,POL,EU,100.000,86460,0,0,stable,86460,0,0,0,
POCZ,POCZ0xPOL,POL,EU,100.000,86460,0,0,stable,86460,0,0,0,
PODA,PODA0xPOL,POL,EU,100.000,86460,0,0,stable,86460,0,0,0,
POGD,POGD0xPOL,POL,EU,100.000,86460,0,0,stable,86460,0,0,0,
POKL,POKL0xPOL,POL,EU,100.000,86460,0,0,stable,86460,0,0,0,
POOL,POOL0xPOL,POL,EU,100.000,86460,0,0,outage-no-cellular,86460,0,0,0,
POPO,POPO0xPOL,POL,EU,100.000,86460,0,0,outage-no-cellular,86460,0,0,0,
POPR,POPR0xPOL,POL,EU,100.000,86460,0,0,stable,86460,0,0,0,
POSU,POSU0xPOL,POL,EU,100.000,86460,0,0,stable,86460,0,0,0,
POTU,POTU0xPOL,POL,EU,100.000,86460,0,0,stable,86460,0,0,0,
POWA,POWA0xPOL,POL,EU,100.000,86460,0,0,stable,86460,0,0,0,
POWW,POWW0xPOL,POL,EU,100.000,86460,0,0,stable,86460,0,0,0,
PRAC,PRAC0xPRT,PRT,EU,100.000,86460,0,0,stable,86460,0,0,0,
PRBR,PRBR0xPRT,PRT,EU,100.000,86460,0,0,stable,86460,0,0,0,
PRGU,PRGU0xPRT,PRT,EU,100.000,86460,0,0,stable,86460,0,0,0,
PRLA,PRLA0xPRT,PRT,EU,100.000,86460,0,0,stable,86460,0,0,0,
PRLB,PRLB0xPRT,PRT,EU,100.000,86460,0,0,stable,86460,0,0,0,
PRLE,PRLE0xPRT,PRT,EU,100.000,86460,0,0,stable,86460,0,0,0,
PRMA,PRMA0xPRT,PRT,EU,100.000,86460,0,0,stable,86460,0,0,0,
PRMD,PRMD0xPRT,PRT,EU,100.000,86460,0,0,stable,86460,0,0,0,
ROBC,ROBC0xROU,ROU,EU,100.000,86460,0,0,stable,86460,0,0,0,
ROBO,ROBO0xROU,ROU,EU,100.000,86460,0,0,stable,86460,0,0,0,
ROBR,ROBR0xROU,ROU,EU,100.000,86460,0,0,stable,86460,0,0,0,
